layers = 6
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 15
Outer Sphere: Sigma = 5
nodes per layer = 8
epochs = 50
Computation time: 6272.461566448212
-----------------------------------
0, 47.2999989986
1, 64.9999976158
2, 64.025002718
3, 78.1750023365
4, 82.1500003338
5, 83.6749970913
6, 84.6499979496
7, 84.8500013351
8, 85.3250026703
9, 85.5000019073
10, 85.7249975204
11, 86.0499978065
12, 85.949999094
13, 86.1500024796
14, 86.4499986172
15, 86.7749989033
16, 86.9750022888
17, 87.349998951
18, 87.475001812
19, 87.5500023365
20, 87.8499984741
21, 87.9000008106
22, 87.9999995232
23, 88.2000029087
24, 88.3249998093
25, 88.3499979973
26, 88.5249972343
27, 88.5749995708
28, 88.7000024319
29, 88.8999998569
30, 88.924998045
31, 88.924998045
32, 88.924998045
33, 88.8999998569
34, 88.9500021935
35, 88.8750016689
36, 89.050000906
37, 89.074999094
38, 89.074999094
39, 88.9750003815
40, 89.050000906
41, 89.1250014305
42, 89.099997282
43, 89.1749978065
44, 89.2250001431
45, 89.1749978065
46, 89.200001955
47, 89.2499983311
48, 89.3000006676
49, 89.2750024796
