layers = 2
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 10
Outer Sphere: Sigma = 5
nodes per layer = 100
epochs = 50
Computation time: 6031.210449695587
-----------------------------------
0, 73.2749998569
1, 75.150001049
2, 75.6749987602
3, 76.0749995708
4, 76.3999998569
5, 76.6250014305
6, 76.9249975681
7, 76.9749999046
8, 77.1749973297
9, 77.2249996662
10, 77.3750007153
11, 77.4999976158
12, 77.4500012398
13, 77.3500025272
14, 77.3999989033
15, 77.3500025272
16, 77.4249970913
17, 77.5499999523
18, 77.5749981403
19, 77.5499999523
20, 77.4999976158
21, 77.3750007153
22, 77.3500025272
23, 77.3500025272
24, 77.3750007153
25, 77.2750020027
26, 77.3000001907
27, 77.3000001907
28, 77.3000001907
29, 77.3500025272
30, 77.3249983788
31, 77.3500025272
32, 77.3750007153
33, 77.3500025272
34, 77.3500025272
35, 77.1749973297
36, 77.1499991417
37, 77.1250009537
38, 77.1250009537
39, 77.1250009537
40, 77.1250009537
41, 77.2499978542
42, 77.2000014782
43, 77.2249996662
44, 77.2249996662
45, 77.2000014782
46, 77.1499991417
47, 77.1499991417
48, 77.2000014782
49, 77.1749973297
