layers = 10
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 15
Outer Sphere: Sigma = 5
nodes per layer = 20
epochs = 50
Computation time: 6228.146443367004
-----------------------------------
0, 75.1999974251
1, 80.8000028133
2, 82.2749972343
3, 83.6499989033
4, 84.4250023365
5, 84.525001049
6, 84.7500026226
7, 85.949999094
8, 86.2500011921
9, 86.5750014782
10, 86.6500020027
11, 86.7250025272
12, 86.8250012398
13, 86.9000017643
14, 87.0500028133
15, 87.374997139
16, 87.5500023365
17, 87.650001049
18, 87.6749992371
19, 87.4000012875
20, 87.5999987125
21, 87.650001049
22, 87.6999974251
23, 87.7499997616
24, 87.7499997616
25, 87.7250015736
26, 87.8250002861
27, 87.8000020981
28, 87.8499984741
29, 87.7499997616
30, 87.7499997616
31, 87.8750026226
32, 87.8499984741
33, 87.7499997616
34, 87.7499997616
35, 87.8750026226
36, 87.9000008106
37, 88.0500018597
38, 88.0999982357
39, 88.1500005722
40, 88.1500005722
41, 88.2000029087
42, 88.1749987602
43, 88.1250023842
44, 88.0750000477
45, 88.1500005722
46, 87.9999995232
47, 88.0249977112
48, 88.1250023842
49, 88.1749987602
