layers = 5
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 10
Outer Sphere: Sigma = 5
nodes per layer = 20
epochs = 50
Computation time: 6135.439138412476
-----------------------------------
0, 66.3500010967
1, 70.3750014305
2, 71.9500005245
3, 72.3500013351
4, 73.0000019073
5, 73.5000014305
6, 74.0999996662
7, 74.4499981403
8, 74.7500002384
9, 75.024998188
10, 75.0500023365
11, 75.1999974251
12, 75.1999974251
13, 75.3499984741
14, 75.3499984741
15, 75.3499984741
16, 75.4249989986
17, 75.5500018597
18, 75.6250023842
19, 75.5999982357
20, 75.6749987602
21, 75.8000016212
22, 75.7749974728
23, 75.8000016212
24, 75.8750021458
25, 75.9000003338
26, 75.9500026703
27, 76.0249972343
28, 76.0249972343
29, 76.0500013828
30, 75.9999990463
31, 76.1500000954
32, 76.1749982834
33, 76.2000024319
34, 76.2000024319
35, 76.1250019073
36, 76.1500000954
37, 76.1250019073
38, 76.0999977589
39, 76.0999977589
40, 76.1250019073
41, 76.1749982834
42, 76.2000024319
43, 76.1500000954
44, 76.2000024319
45, 76.2250006199
46, 76.2250006199
47, 76.1749982834
48, 76.0999977589
49, 76.1250019073
