layers = 2
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 10
Outer Sphere: Sigma = 5
nodes per layer = 25
epochs = 50
Computation time: 5931.976227045059
-----------------------------------
0, 60.6500029564
1, 68.1500017643
2, 71.2750017643
3, 73.0250000954
4, 73.9000022411
5, 74.4499981403
6, 75.024998188
7, 75.3499984741
8, 75.8750021458
9, 76.0749995708
10, 76.1500000954
11, 76.3249993324
12, 76.3750016689
13, 76.3999998569
14, 76.6749978065
15, 76.9249975681
16, 76.9999980927
17, 77.1250009537
18, 77.1000027657
19, 77.1250009537
20, 77.0250022411
21, 77.0500004292
22, 76.9999980927
23, 77.0250022411
24, 77.1000027657
25, 77.0749986172
26, 77.1499991417
27, 77.2249996662
28, 77.2750020027
29, 77.2499978542
30, 77.1749973297
31, 77.3000001907
32, 77.3000001907
33, 77.3249983788
34, 77.3999989033
35, 77.3750007153
36, 77.3500025272
37, 77.3999989033
38, 77.3999989033
39, 77.3999989033
40, 77.4249970913
41, 77.4749994278
42, 77.4749994278
43, 77.4999976158
44, 77.5250017643
45, 77.5749981403
46, 77.5749981403
47, 77.5749981403
48, 77.5749981403
49, 77.5499999523
