layers = 2
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 10
Outer Sphere: Sigma = 5
nodes = 10
epochs = 50
-----------------------------------
0, 49.4500011206
1, 51.9749999046
2, 58.7999999523
3, 64.4749999046
4, 66.5499985218
5, 68.3000028133
6, 68.9999997616
7, 70.3750014305
8, 71.5250015259
9, 72.5250005722
10, 73.1750011444
11, 73.5000014305
12, 74.0249991417
13, 74.4499981403
14, 74.5750010014
15, 74.975001812
16, 75.2250015736
17, 75.3499984741
18, 75.4000008106
19, 75.6749987602
20, 75.9750008583
21, 76.2250006199
22, 76.3249993324
23, 76.3999998569
24, 76.3750016689
25, 76.424998045
26, 76.4500021935
27, 76.6499996185
28, 76.7250001431
29, 76.7499983311
30, 76.8000006676
31, 76.8499970436
32, 76.8499970436
33, 76.8499970436
34, 76.8499970436
35, 76.9249975681
36, 76.9749999046
37, 76.9249975681
38, 76.8750011921
39, 76.8999993801
40, 76.8999993801
41, 76.8750011921
42, 76.8499970436
43, 76.8499970436
44, 76.8499970436
45, 76.8750011921
46, 76.8499970436
47, 76.8999993801
48, 76.8750011921
49, 76.8249988556
