layers = 2
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 10
Outer Sphere: Sigma = 5
nodes = 40
epochs = 50
-----------------------------------
0, 66.5250003338
1, 70.5749988556
2, 72.4749982357
3, 74.3250012398
4, 75.1999974251
5, 75.5249977112
6, 75.9000003338
7, 76.1749982834
8, 76.3249993324
9, 76.550000906
10, 76.7250001431
11, 76.8750011921
12, 76.9749999046
13, 77.0250022411
14, 77.0749986172
15, 77.1000027657
16, 77.1000027657
17, 77.1499991417
18, 77.2750020027
19, 77.3000001907
20, 77.2499978542
21, 77.3000001907
22, 77.4500012398
23, 77.4249970913
24, 77.3999989033
25, 77.4249970913
26, 77.4999976158
27, 77.5250017643
28, 77.4500012398
29, 77.3999989033
30, 77.4749994278
31, 77.5749981403
32, 77.5749981403
33, 77.5749981403
34, 77.5250017643
35, 77.5250017643
36, 77.5250017643
37, 77.6250004768
38, 77.6499986649
39, 77.6499986649
40, 77.7000010014
41, 77.7249991894
42, 77.8249979019
43, 77.8999984264
44, 77.9250025749
45, 77.8999984264
46, 77.8999984264
47, 77.8750002384
48, 77.8500020504
49, 77.8249979019
