layers = 1
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 10
Outer Sphere: Sigma = 5
nodes = 40
epochs = 50
-----------------------------------
0, 54.5249998569
1, 56.4999997616
2, 58.7499976158
3, 63.8000011444
4, 68.4499979019
5, 70.0999975204
6, 71.7000007629
7, 72.9250013828
8, 73.474997282
9, 74.1249978542
10, 74.5249986649
11, 74.8250007629
12, 75.1749992371
13, 75.3499984741
14, 75.4999995232
15, 75.6500005722
16, 75.8499979973
17, 76.0500013828
18, 76.1500000954
19, 76.2250006199
20, 76.3750016689
21, 76.6250014305
22, 76.8249988556
23, 76.8499970436
24, 77.0749986172
25, 77.2249996662
26, 77.2750020027
27, 77.3500025272
28, 77.4249970913
29, 77.4999976158
30, 77.5499999523
31, 77.6250004768
32, 77.6499986649
33, 77.5499999523
34, 77.6000022888
35, 77.6000022888
36, 77.7000010014
37, 77.6499986649
38, 77.5749981403
39, 77.6250004768
40, 77.6000022888
41, 77.6000022888
42, 77.6000022888
43, 77.7000010014
44, 77.6499986649
45, 77.7499973774
46, 77.7499973774
47, 77.7499973774
48, 77.7499973774
49, 77.6750028133
