layers = 1
n = 60
points = 10000
Inner Sphere: Mu = 0
Inner Sphere: Sigma = 5
Outer Sphere: Mu = 10
Outer Sphere: Sigma = 5
nodes = 20
epochs = 50
-----------------------------------
0, 50.9249985218
1, 61.6999983788
2, 65.5749976635
3, 68.2749986649
4, 69.9249982834
5, 71.1250007153
6, 72.025001049
7, 72.8999972343
8, 73.8499999046
9, 74.5999991894
10, 75.0999987125
11, 75.7250010967
12, 76.2250006199
13, 76.3499975204
14, 76.7250001431
15, 76.8499970436
16, 76.8249988556
17, 77.0500004292
18, 77.4749994278
19, 77.7750015259
20, 77.7499973774
21, 77.6000022888
22, 77.5250017643
23, 77.6750028133
24, 77.7999997139
25, 77.8249979019
26, 77.6499986649
27, 77.7249991894
28, 77.7249991894
29, 77.6750028133
30, 77.7750015259
31, 77.9250025749
32, 77.999997139
33, 77.974998951
34, 78.0749976635
35, 78.100001812
36, 78.0499994755
37, 78.0499994755
38, 77.999997139
39, 78.0250012875
40, 78.125
41, 78.1750023365
42, 78.2249987125
43, 78.2000005245
44, 78.2249987125
45, 78.149998188
46, 78.149998188
47, 78.100001812
48, 78.100001812
49, 78.149998188
